"","school_id","grade","pupil_id","Fluency","Kiswahili","Math","attendance_records","present_records","teacher_id","lesson_completion_rate","region","province","tutoring_program"
"59",416,"Grade 4",20335,149,0.860000014305115,0.959999978542328,44,39,516,0.359154929577465,"Kirinyaga","Central","No"
"60",416,"Grade 4",14161,61,0.5,0.360000014305115,99,88,516,0.359154929577465,"Kirinyaga","Central","No"
"61",416,"Grade 4",8034,86,0.680000007152557,0.680000007152557,99,84,516,0.359154929577465,"Kirinyaga","Central","No"
"62",416,"Grade 4",6030,8,0.159999996423721,0.239999994635582,99,93,516,0.359154929577465,"Kirinyaga","Central","No"
"63",416,"Grade 4",26676,102,0.819999992847443,0.819999992847443,99,83,516,0.359154929577465,"Kirinyaga","Central","No"
"64",416,"Grade 4",6646,186,0.759999990463257,0.479999989271164,99,86,516,0.359154929577465,"Kirinyaga","Central","No"
"65",416,"Grade 4",8741,37,0.660000026226044,0.5,99,89,516,0.359154929577465,"Kirinyaga","Central","No"
"66",416,"Grade 4",7701,79,0.72000002861023,0.620000004768372,99,93,516,0.359154929577465,"Kirinyaga","Central","No"
"67",416,"Grade 4",15766,1,0.0799999982118607,0.0799999982118607,99,73,516,0.359154929577465,"Kirinyaga","Central","No"
"68",416,"Grade 4",12631,1,0.119999997317791,0.319999992847443,99,89,516,0.359154929577465,"Kirinyaga","Central","No"
"69",416,"Grade 4",22180,72,0.759999990463257,0.419999986886978,99,76,516,0.359154929577465,"Kirinyaga","Central","No"
"70",416,"Grade 4",15600,49,0.560000002384186,0.519999980926514,99,90,516,0.359154929577465,"Kirinyaga","Central","No"
"71",416,"Grade 4",13389,102,0.839999973773956,0.899999976158142,99,76,516,0.359154929577465,"Kirinyaga","Central","No"
"72",416,"Grade 4",9014,102,0.819999992847443,0.519999980926514,44,37,516,0.359154929577465,"Kirinyaga","Central","No"
"73",416,"Grade 4",9947,40,0.5,0.600000023841858,99,95,516,0.359154929577465,"Kirinyaga","Central","No"
"74",416,"Grade 5",14146,71,0.474999994039536,0.340000003576279,86,21,145,0.396761133603239,"Kirinyaga","Central","No"
"75",416,"Grade 5",24279,35,0.0500000007450581,0.140000000596046,37,28,145,0.396761133603239,"Kirinyaga","Central","No"
"76",416,"Grade 5",8314,119,0.649999976158142,0.620000004768372,86,34,145,0.396761133603239,"Kirinyaga","Central","No"
"77",416,"Grade 5",19166,121,0.625,0.699999988079071,37,33,145,0.396761133603239,"Kirinyaga","Central","No"
"78",416,"Grade 5",8446,119,0.550000011920929,0.740000009536743,37,24,145,0.396761133603239,"Kirinyaga","Central","No"
"79",416,"Grade 5",17780,105,0.899999976158142,0.639999985694885,86,60,145,0.396761133603239,"Kirinyaga","Central","No"
"80",416,"Grade 5",1642,68,0.774999976158142,0.680000007152557,86,56,145,0.396761133603239,"Kirinyaga","Central","No"
"81",416,"Grade 5",6540,78,0.675000011920929,0.5799999833107,37,29,145,0.396761133603239,"Kirinyaga","Central","No"
"82",416,"Grade 5",16077,122,0.850000023841858,0.5799999833107,86,47,145,0.396761133603239,"Kirinyaga","Central","No"
"83",416,"Grade 5",10972,105,0.850000023841858,0.759999990463257,85,38,145,0.396761133603239,"Kirinyaga","Central","No"
"84",416,"Grade 5",15447,78,0.649999976158142,0.680000007152557,86,52,145,0.396761133603239,"Kirinyaga","Central","No"
"85",416,"Grade 5",26185,63,0.524999976158142,0.639999985694885,37,30,145,0.396761133603239,"Kirinyaga","Central","No"
"86",416,"Grade 5",18534,75,0.474999994039536,0.620000004768372,37,37,145,0.396761133603239,"Kirinyaga","Central","No"
"87",792,"Grade 1",190,45,0.714285731315613,0.800000011920929,95,75,545,0.809248554913295,"Siaya","Nyanza","No"
"88",792,"Grade 1",18568,33,0.54285717010498,0.666666686534882,95,65,545,0.809248554913295,"Siaya","Nyanza","No"
"89",792,"Grade 1",19593,NA,NA,NA,83,57,545,0.809248554913295,"Siaya","Nyanza","No"
"90",792,"Grade 1",16743,70,0.971428573131561,1,95,63,545,0.809248554913295,"Siaya","Nyanza","No"
"91",792,"Grade 1",5709,75,0.942857146263123,0.933333337306976,95,85,545,0.809248554913295,"Siaya","Nyanza","No"
"92",792,"Grade 1",17077,72,0.77142858505249,0.966666638851166,95,64,545,0.809248554913295,"Siaya","Nyanza","No"
"93",792,"Grade 1",3061,34,0.628571450710297,0.733333349227905,75,57,545,0.809248554913295,"Siaya","Nyanza","No"
"94",792,"Grade 1",825,48,0.885714292526245,0.933333337306976,95,70,545,0.809248554913295,"Siaya","Nyanza","No"
"95",792,"Grade 1",646,36,0.571428596973419,0.699999988079071,95,55,545,0.809248554913295,"Siaya","Nyanza","No"
"96",792,"Grade 1",21503,76,0.857142865657806,0.966666638851166,95,64,545,0.809248554913295,"Siaya","Nyanza","No"
"97",792,"Grade 1",12921,68,0.800000011920929,0.899999976158142,95,74,545,0.809248554913295,"Siaya","Nyanza","No"
"98",792,"Grade 1",4309,65,0.914285719394684,0.899999976158142,95,59,545,0.809248554913295,"Siaya","Nyanza","No"
"99",792,"Grade 1",7093,41,0.685714304447174,0.800000011920929,93,79,545,0.809248554913295,"Siaya","Nyanza","No"
"100",792,"Grade 1",2290,73,0.885714292526245,0.866666674613953,95,46,545,0.809248554913295,"Siaya","Nyanza","No"
"101",792,"Grade 2",26340,NA,NA,NA,96,38,201,0.876425855513308,"Siaya","Nyanza","No"
"102",792,"Grade 2",26390,95,0.828571438789368,0.533333361148834,96,84,201,0.876425855513308,"Siaya","Nyanza","No"
"103",792,"Grade 2",5075,13,0.657142877578735,0.100000001490116,96,87,201,0.876425855513308,"Siaya","Nyanza","No"
"104",792,"Grade 2",18192,45,0.714285731315613,0.466666668653488,96,81,201,0.876425855513308,"Siaya","Nyanza","No"
"105",792,"Grade 2",8869,36,0.54285717010498,0.433333337306976,96,80,201,0.876425855513308,"Siaya","Nyanza","No"
"106",792,"Grade 2",511,6,0.742857158184052,0.433333337306976,96,65,201,0.876425855513308,"Siaya","Nyanza","No"
"107",792,"Grade 2",8155,96,0.800000011920929,0.666666686534882,96,86,201,0.876425855513308,"Siaya","Nyanza","No"
"108",792,"Grade 2",16592,86,0.628571450710297,0.5,96,71,201,0.876425855513308,"Siaya","Nyanza","No"
"109",792,"Grade 2",1722,100,0.742857158184052,0.866666674613953,96,87,201,0.876425855513308,"Siaya","Nyanza","No"
"110",792,"Grade 2",27005,146,0.714285731315613,0.899999976158142,96,83,201,0.876425855513308,"Siaya","Nyanza","No"
"111",792,"Grade 2",24342,NA,NA,NA,96,47,201,0.876425855513308,"Siaya","Nyanza","No"
"112",792,"Grade 2",3959,32,0.800000011920929,0.699999988079071,96,54,201,0.876425855513308,"Siaya","Nyanza","No"
"113",792,"Grade 2",21052,37,0.628571450710297,0.466666668653488,96,79,201,0.876425855513308,"Siaya","Nyanza","No"
"114",792,"Grade 2",9423,10,0.685714304447174,0.433333337306976,96,81,201,0.876425855513308,"Siaya","Nyanza","No"
"115",792,"Grade 2",22453,45,0.742857158184052,0.433333337306976,96,59,201,0.876425855513308,"Siaya","Nyanza","No"
"116",792,"Grade 2",19371,23,0.828571438789368,0.433333337306976,96,57,201,0.876425855513308,"Siaya","Nyanza","No"
"117",792,"Grade 2",20897,12,0.885714292526245,0.733333349227905,96,60,201,0.876425855513308,"Siaya","Nyanza","No"
"118",792,"Grade 2",16262,130,0.742857158184052,0.866666674613953,96,90,201,0.876425855513308,"Siaya","Nyanza","No"
"119",792,"Grade 2",12799,12,0.628571450710297,0.16666667163372,96,90,201,0.876425855513308,"Siaya","Nyanza","No"
"120",792,"Grade 2",26051,130,0.571428596973419,0.200000002980232,96,74,201,0.876425855513308,"Siaya","Nyanza","No"
"121",792,"Grade 2",17613,96,0.714285731315613,0.5,96,85,201,0.876425855513308,"Siaya","Nyanza","No"
"122",792,"Grade 2",17016,13,0.400000005960464,0.433333337306976,96,78,201,0.876425855513308,"Siaya","Nyanza","No"
"123",792,"Grade 2",24379,NA,NA,NA,96,34,201,0.876425855513308,"Siaya","Nyanza","No"
"124",792,"Grade 2",16162,90,0.714285731315613,0.800000011920929,96,77,201,0.876425855513308,"Siaya","Nyanza","No"
"125",792,"Grade 3",25450,179,0.828571438789368,0.833333313465118,48,46,669,0.882136279926335,"Siaya","Nyanza","No"
"126",792,"Grade 3",23962,221,0.971428573131561,1,104,89,669,0.882136279926335,"Siaya","Nyanza","No"
"127",792,"Grade 3",2473,197,0.742857158184052,0.800000011920929,104,96,669,0.882136279926335,"Siaya","Nyanza","No"
"128",792,"Grade 3",3435,198,0.914285719394684,0.766666650772095,104,66,669,0.882136279926335,"Siaya","Nyanza","No"
"129",792,"Grade 3",21022,199,0.828571438789368,0.933333337306976,104,71,669,0.882136279926335,"Siaya","Nyanza","No"
"130",792,"Grade 3",26965,214,0.885714292526245,0.766666650772095,104,91,669,0.882136279926335,"Siaya","Nyanza","No"
"131",792,"Grade 3",1504,208,0.857142865657806,0.866666674613953,104,76,669,0.882136279926335,"Siaya","Nyanza","No"
"132",792,"Grade 3",3288,141,0.857142865657806,0.699999988079071,104,93,669,0.882136279926335,"Siaya","Nyanza","No"
"133",792,"Grade 3",6521,NA,0.828571438789368,NA,104,59,669,0.882136279926335,"Siaya","Nyanza","No"
"134",792,"Grade 3",18255,216,0.828571438789368,0.966666638851166,104,93,669,0.882136279926335,"Siaya","Nyanza","No"
"135",792,"Grade 3",26062,219,0.942857146263123,0.966666638851166,48,17,669,0.882136279926335,"Siaya","Nyanza","No"
"136",792,"Grade 3",9002,225,1,1,104,83,669,0.882136279926335,"Siaya","Nyanza","No"
"137",792,"Grade 3",25108,173,0.628571450710297,0.633333325386047,104,94,669,0.882136279926335,"Siaya","Nyanza","No"
"138",792,"Grade 3",12226,220,0.971428573131561,0.966666638851166,48,46,669,0.882136279926335,"Siaya","Nyanza","No"
"139",792,"Grade 3",18748,219,0.914285719394684,0.966666638851166,48,37,669,0.882136279926335,"Siaya","Nyanza","No"
"140",792,"Grade 3",7718,206,0.885714292526245,0.899999976158142,104,87,669,0.882136279926335,"Siaya","Nyanza","No"
"141",792,"Grade 3",19031,225,0.971428573131561,1,104,80,669,0.882136279926335,"Siaya","Nyanza","No"
"142",792,"Grade 3",2493,215,0.942857146263123,0.933333337306976,104,83,669,0.882136279926335,"Siaya","Nyanza","No"
"143",792,"Grade 3",14555,214,0.942857146263123,0.800000011920929,104,74,669,0.882136279926335,"Siaya","Nyanza","No"
"144",792,"Grade 3",6395,199,0.828571438789368,0.866666674613953,104,89,669,0.882136279926335,"Siaya","Nyanza","No"
"145",792,"Grade 3",21154,200,0.914285719394684,0.866666674613953,48,43,669,0.882136279926335,"Siaya","Nyanza","No"
"146",792,"Grade 3",14541,200,0.885714292526245,0.933333337306976,48,34,669,0.882136279926335,"Siaya","Nyanza","No"
"147",792,"Grade 3",13,221,0.857142865657806,0.966666638851166,104,81,669,0.882136279926335,"Siaya","Nyanza","No"
"148",792,"Grade 3",16872,211,0.857142865657806,0.933333337306976,104,86,669,0.882136279926335,"Siaya","Nyanza","No"
"149",792,"Grade 3",10474,219,0.885714292526245,0.733333349227905,98,69,669,0.882136279926335,"Siaya","Nyanza","No"
"150",792,"Grade 3",15260,210,0.914285719394684,0.733333349227905,104,92,669,0.882136279926335,"Siaya","Nyanza","No"
"151",792,"Grade 3",20164,200,0.800000011920929,0.800000011920929,104,92,669,0.882136279926335,"Siaya","Nyanza","No"
"152",792,"Grade 3",20208,200,0.828571438789368,0.733333349227905,104,88,669,0.882136279926335,"Siaya","Nyanza","No"
"153",792,"Grade 3",26717,206,0.857142865657806,0.866666674613953,48,43,669,0.882136279926335,"Siaya","Nyanza","No"
"154",792,"Grade 3",23851,223,0.857142865657806,0.866666674613953,104,64,669,0.882136279926335,"Siaya","Nyanza","No"
"155",792,"Grade 4",9125,200,0.5799999833107,0.660000026226044,92,67,258,0.79874213836478,"Siaya","Nyanza","No"
"156",792,"Grade 4",22925,250,0.860000014305115,0.800000011920929,92,77,258,0.79874213836478,"Siaya","Nyanza","No"
"157",792,"Grade 4",26429,238,0.77999997138977,0.639999985694885,92,75,258,0.79874213836478,"Siaya","Nyanza","No"
"158",792,"Grade 4",16999,10,0.200000002980232,0.140000000596046,92,83,258,0.79874213836478,"Siaya","Nyanza","No"
"159",792,"Grade 4",23268,258,0.879999995231628,0.800000011920929,42,36,258,0.79874213836478,"Siaya","Nyanza","No"
"160",792,"Grade 4",24152,169,0.439999997615814,0.439999997615814,42,36,258,0.79874213836478,"Siaya","Nyanza","No"
"161",792,"Grade 4",17365,237,0.759999990463257,0.740000009536743,92,62,258,0.79874213836478,"Siaya","Nyanza","No"
"162",792,"Grade 4",24226,250,0.860000014305115,0.879999995231628,42,38,258,0.79874213836478,"Siaya","Nyanza","No"
"163",792,"Grade 4",12550,245,0.819999992847443,0.759999990463257,92,57,258,0.79874213836478,"Siaya","Nyanza","No"
"164",792,"Grade 4",10036,254,0.839999973773956,0.879999995231628,42,37,258,0.79874213836478,"Siaya","Nyanza","No"
"165",792,"Grade 4",9047,239,0.819999992847443,0.680000007152557,42,32,258,0.79874213836478,"Siaya","Nyanza","No"
"166",792,"Grade 4",8309,240,0.77999997138977,0.72000002861023,92,59,258,0.79874213836478,"Siaya","Nyanza","No"
"167",792,"Grade 4",16953,235,0.759999990463257,0.680000007152557,42,32,258,0.79874213836478,"Siaya","Nyanza","No"
"168",792,"Grade 4",4268,225,0.77999997138977,0.860000014305115,92,68,258,0.79874213836478,"Siaya","Nyanza","No"
"169",792,"Grade 4",5590,251,0.759999990463257,0.839999973773956,92,82,258,0.79874213836478,"Siaya","Nyanza","No"
"170",792,"Grade 4",6704,210,0.699999988079071,0.680000007152557,89,49,258,0.79874213836478,"Siaya","Nyanza","No"
"171",792,"Grade 4",2049,10,0.360000014305115,0.200000002980232,92,68,258,0.79874213836478,"Siaya","Nyanza","No"
"172",792,"Grade 4",16938,231,0.600000023841858,0.300000011920929,92,56,258,0.79874213836478,"Siaya","Nyanza","No"
"173",792,"Grade 4",8271,15,0.300000011920929,0.300000011920929,92,80,258,0.79874213836478,"Siaya","Nyanza","No"
"174",792,"Grade 5",4977,220,0.699999988079071,0.72000002861023,99,61,259,0.964285714285714,"Siaya","Nyanza","No"
"175",792,"Grade 5",7140,221,0.875,0.560000002384186,95,61,259,0.964285714285714,"Siaya","Nyanza","No"
"176",792,"Grade 5",253,190,0.600000023841858,0.400000005960464,99,61,259,0.964285714285714,"Siaya","Nyanza","No"
"177",792,"Grade 5",22862,221,0.875,0.800000011920929,46,35,259,0.964285714285714,"Siaya","Nyanza","No"
"178",792,"Grade 5",2323,221,0.875,0.600000023841858,99,88,259,0.964285714285714,"Siaya","Nyanza","No"
"179",792,"Grade 5",22993,221,0.875,0.680000007152557,46,30,259,0.964285714285714,"Siaya","Nyanza","No"
"180",792,"Grade 5",18765,221,0.899999976158142,0.839999973773956,46,30,259,0.964285714285714,"Siaya","Nyanza","No"
"181",792,"Grade 5",3090,221,0.899999976158142,0.660000026226044,99,89,259,0.964285714285714,"Siaya","Nyanza","No"
"182",792,"Grade 5",4308,221,0.875,0.759999990463257,46,38,259,0.964285714285714,"Siaya","Nyanza","No"
"183",792,"Grade 5",9866,NA,NA,NA,99,46,259,0.964285714285714,"Siaya","Nyanza","No"
"184",792,"Grade 5",7121,221,0.899999976158142,0.800000011920929,46,39,259,0.964285714285714,"Siaya","Nyanza","No"
"185",792,"Grade 5",13390,100,0.850000023841858,0.5,99,79,259,0.964285714285714,"Siaya","Nyanza","No"
"186",792,"Grade 5",24849,NA,NA,NA,86,40,259,0.964285714285714,"Siaya","Nyanza","No"
"187",792,"Grade 5",19524,221,0.850000023841858,0.600000023841858,46,36,259,0.964285714285714,"Siaya","Nyanza","No"
"188",792,"Grade 5",4745,50,0.824999988079071,0.400000005960464,99,83,259,0.964285714285714,"Siaya","Nyanza","No"
"189",792,"Grade 5",690,221,0.875,0.800000011920929,99,80,259,0.964285714285714,"Siaya","Nyanza","No"
"190",792,"Grade 5",22404,210,0.75,0.899999976158142,46,44,259,0.964285714285714,"Siaya","Nyanza","No"
"191",792,"Grade 5",8370,221,1,0.879999995231628,99,81,259,0.964285714285714,"Siaya","Nyanza","No"
"192",792,"Grade 5",8114,NA,NA,NA,99,56,259,0.964285714285714,"Siaya","Nyanza","No"
"193",792,"Grade 5",26254,221,0.800000011920929,0.800000011920929,46,32,259,0.964285714285714,"Siaya","Nyanza","No"
"194",792,"Grade 5",11935,NA,NA,NA,86,47,259,0.964285714285714,"Siaya","Nyanza","No"
"195",792,"Grade 5",12017,221,0.875,0.620000004768372,99,94,259,0.964285714285714,"Siaya","Nyanza","No"
"196",5502,"Grade 1",8269,76,0.914285719394684,0.933333337306976,89,84,168,0.441233140655106,"Kisumu","Nyanza","No"
"197",5502,"Grade 1",13905,NA,NA,NA,82,59,168,0.441233140655106,"Kisumu","Nyanza","No"
"198",5502,"Grade 1",1924,40,0.28571429848671,0.5,85,55,168,0.441233140655106,"Kisumu","Nyanza","No"
"199",5502,"Grade 1",10558,80,1,0.966666638851166,89,55,168,0.441233140655106,"Kisumu","Nyanza","No"
"200",5502,"Grade 1",23364,80,0.885714292526245,0.899999976158142,89,73,168,0.441233140655106,"Kisumu","Nyanza","No"
"201",5502,"Grade 1",15123,85,0.885714292526245,0.899999976158142,89,84,168,0.441233140655106,"Kisumu","Nyanza","No"
"202",5502,"Grade 1",26769,85,0.971428573131561,1,85,73,168,0.441233140655106,"Kisumu","Nyanza","No"
"203",5502,"Grade 1",18971,56,0.857142865657806,0.833333313465118,89,51,168,0.441233140655106,"Kisumu","Nyanza","No"
"204",5502,"Grade 1",26921,85,0.885714292526245,1,84,70,168,0.441233140655106,"Kisumu","Nyanza","No"
"205",5502,"Grade 1",5907,70,0.685714304447174,0.699999988079071,71,62,168,0.441233140655106,"Kisumu","Nyanza","No"
"206",5502,"Grade 1",11174,84,0.885714292526245,0.899999976158142,89,77,168,0.441233140655106,"Kisumu","Nyanza","No"
"207",5502,"Grade 1",12010,NA,NA,NA,89,56,168,0.441233140655106,"Kisumu","Nyanza","No"
"208",5502,"Grade 1",15305,NA,NA,NA,69,43,168,0.441233140655106,"Kisumu","Nyanza","No"
"209",5502,"Grade 1",26756,85,0.800000011920929,0.966666638851166,89,66,168,0.441233140655106,"Kisumu","Nyanza","No"
"210",5502,"Grade 1",16931,NA,NA,NA,87,57,168,0.441233140655106,"Kisumu","Nyanza","No"
"211",5502,"Grade 1",25332,NA,NA,NA,89,42,168,0.441233140655106,"Kisumu","Nyanza","No"
"212",5502,"Grade 1",8462,76,0.885714292526245,0.833333313465118,89,66,168,0.441233140655106,"Kisumu","Nyanza","No"
"213",5502,"Grade 1",13149,42,0.342857152223587,0.600000023841858,88,73,168,0.441233140655106,"Kisumu","Nyanza","No"
"214",5502,"Grade 1",12587,85,0.885714292526245,0.933333337306976,87,63,168,0.441233140655106,"Kisumu","Nyanza","No"
"215",5502,"Grade 2",19876,36,0.828571438789368,0.666666686534882,94,82,565,0.41254752851711,"Kisumu","Nyanza","No"
"216",5502,"Grade 2",20404,99,0.914285719394684,0.833333313465118,94,80,565,0.41254752851711,"Kisumu","Nyanza","No"
"217",5502,"Grade 2",22890,97,0.857142865657806,0.933333337306976,94,45,565,0.41254752851711,"Kisumu","Nyanza","No"
"218",5502,"Grade 2",23308,NA,NA,NA,72,16,565,0.41254752851711,"Kisumu","Nyanza","No"
"219",5502,"Grade 2",21115,97,0.857142865657806,0.933333337306976,94,47,565,0.41254752851711,"Kisumu","Nyanza","No"
"220",5502,"Grade 2",11445,41,0.914285719394684,0.766666650772095,94,59,565,0.41254752851711,"Kisumu","Nyanza","No"
"221",5502,"Grade 2",624,59,0.657142877578735,0.666666686534882,94,56,565,0.41254752851711,"Kisumu","Nyanza","No"
"222",5502,"Grade 2",14283,95,0.885714292526245,0.866666674613953,90,79,565,0.41254752851711,"Kisumu","Nyanza","No"
"223",5502,"Grade 2",26688,NA,NA,NA,93,37,565,0.41254752851711,"Kisumu","Nyanza","No"
"224",5502,"Grade 2",24815,94,0.942857146263123,0.800000011920929,94,44,565,0.41254752851711,"Kisumu","Nyanza","No"
"225",5502,"Grade 2",912,69,0.828571438789368,0.866666674613953,94,58,565,0.41254752851711,"Kisumu","Nyanza","No"
"226",5502,"Grade 2",22241,58,0.828571438789368,0.866666674613953,90,51,565,0.41254752851711,"Kisumu","Nyanza","No"
"227",5502,"Grade 2",11817,98,0.914285719394684,0.933333337306976,94,26,565,0.41254752851711,"Kisumu","Nyanza","No"
